word|kana|common_flag
いらしゃい|いらっしゃい|false
いらしゃいませ|いらっしゃいませ|false
いらっしゃい|いらっしゃい|true
いらっしゃいませ|いらっしゃいませ|true
いらっしゃる|いらっしゃる|true
いり|いり|true
いりくち|いりぐち|false
いりぐち|いりぐち|true
いりこむ|はいりこむ|false
いりごみ|いりごみ|true
いりょう|いりょう|true
いりょうひん|いりょうひん|true
いりょく|いりょく|true
いる|いる|true
いるい|いるい|true
いるか|いるか|true
いれい|いれい|true
いれいさい|いれいさい|true
いれかえ|いれかえ|true
いれずみ|いれずみ|true
いれば|いれば|true
いれもの|いれもの|true
いれる|いれる|true
いろ|いろ|true
いろあい|いろあい|true
いろあわい|いろあい|false
いろいろ|いろいろ|true
いろいろあって|いろいろあって|true
いろけ|いろけ|true
いろどり|いろどり|true
いろどる|いろどる|true
いろは|いろは|true
いろん|いろん|true
いろんな|いろんな|true
いわ|いわ|true
いわい|いわい|true
いわう|いわう|true
いわかん|いわかん|true
いわく|いわく|true
いわし|いわし|true
いわしお|がんえん|false
いわば|いわば|true
いわま|いわま|true
いわや|いわや|true
いわやま|いわやま|true
いわゆる|いわゆる|true
いん|いん|true
いんえん|いんねん|false
いんえん|えんぎ|false
いんかん|いんかん|true
いんが|いんが|true
いんき|いんき|true
いんきょ|いんきょ|true
いんご|いんご|true
いんさつ|いんさつ|true
いんし|いんし|true
いんしゅ|いんしゅ|true
いんしゅうんてん|いんしゅうんてん|true
いんしょう|いんしょう|true
いんしょうづける|いんしょうづける|true
いんしょうてき|いんしょうてき|true
いんしょく|いんしょく|true
いんしょくてん|いんしょくてん|true
いんすう|いんずう|false
いんず|いんずう|false
いんずう|いんずう|true
いんせい|いんせい|true
いんせき|いんせき|true
いんぜい|いんぜい|true
いんたい|いんたい|true
いんちき|インチキ|false
いんちょう|いんちょう|true
いんとく|いんとく|true
いんない|いんない|true
いんねん|いんねん|true
いんぼう|いんぼう|true
いんめつ|いんめつ|true
いんよう|いんよう|true
いんりつ|いんりつ|true
いんりょう|いんりょう|true
いんりょうすい|いんりょうすい|true
いんりょく|いんりょく|true
う|う|true
う|うさぎ|false
うい|はごろも|false
うい|はつ|false
ういじん|ういじん|true
ううむ|うん|false
ううん|ううん|true
うえ|うえ|true
うえき|うえき|true
うえきばち|うえきばち|true
うえした|うえした|true
うえじに|うえじに|true
うえむき|うわむき|false
うえる|うえる|true
うお|さかな|false
うおいちば|うおいちば|true
うおうさおう|うおうさおう|true
うかがう|うかがう|true
うかびあがる|うかびあがる|true
うかび上がる|うかびあがる|false
うかぶ|うかぶ|true
うかべる|うかべる|true
うかる|うかる|true
うかれる|うかれる|true
うがい|うがい|true
うき|うき|true
うき|さかずき|false
うきうき|うきうき|true
うきぼり|うきぼり|true
うきめ|うきめ|true
うきよえ|うきよえ|true
うき目|うきめ|false
うく|うく|true
うけ|うけ|true
うけいれ|うけいれ|true
うけいれる|うけいれる|true
うけおい|うけおい|true
うけおう|うけおう|true
うけざら|うけざら|true
うけたまわる|うけたまわる|true
うけつぐ|うけつぐ|true
うけつけ|うけつけ|true
うけつけちゅう|うけつけちゅう|true
うけつける|うけつける|true
うけとめる|うけとめる|true
うけとり|うけとり|true
うけとりにん|うけとりにん|true
うけとる|うけとる|true
うけみ|うけみ|true
うけもち|うけもち|true
うけもつ|うけもつ|true
うける|うける|true
うけわたし|うけわたし|true
うけ取る|うけとる|false
うごかす|うごかす|true
うごき|うごき|true
うごきだす|うごきだす|true
うごく|うごく|true
うさぎ|うさぎ|true
うし|うし|true
うしなう|うしなう|true
うしろ|うしろ|true
うしろすがた|うしろすがた|true
うしろだて|うしろだて|true
うしろむき|うしろむき|true
うしろ姿|うしろすがた|false
うじがみ|うじがみ|true
うじな|しめい|false
うすい|あまみず|false
うすい|うすい|true
うすぎ|うすぎ|true
うすぐらい|うすぐらい|true
うすまる|うすまる|true
うすめる|うすめる|true
うすらぐ|うすらぐ|true
うすれる|うすれる|true
うす暗い|うすぐらい|false
うず|うず|true
うずうず|うずうず|true
うずくまる|うずくまる|true
うずまき|うずまき|true
うずまる|うまる|true
うずめる|うずめる|true
うずもれる|うもれる|false
うせつ|うせつ|true
うそ|うそ|true
うそく|みぎあし|false
うそく|みぎがわ|false
うそつき|うそつき|true
うそ付き|うそつき|false
うそ吐き|うそつき|false
うた|うた|true
うたあわせ|うたあわせ|true
うたい|うたい|true
うたう|うたう|true
うたがい|うたがい|true
うたがう|うたがう|true
うたがわしい|うたがわしい|true
うたげ|うたげ|true
うたごえ|うたごえ|true
うたひめ|うたひめ|true
うち|うち|true
うちあい|うちあい|true
うちあける|うちあける|true
うちあげ|うちあげ|true
うちあげる|うちあげる|true
うちあわせ|うちあわせ|true
うちあわせる|うちあわせる|true
うちうち|うちうち|true
うちうみ|ないかい|false
うちがわ|うちがわ|true
うちき|うちき|true
うちきり|うちきり|true
うちきる|うちきる|true
うちけし|うちけし|true
うちけす|うちけす|true
うちこみ|うちこみ|true
うちこむ|うちこむ|true
うちそと|ないがい|false
うちだす|うちだす|true
うちぼり|うちぼり|true
うちまく|うちまく|true
うちゅう|うちゅう|true
うちゅうかいはつ|うちゅうかいはつ|true
うちゅうかいはつじぎょうだん|うちゅうかいはつじぎょうだん|true
うちゅうかん|うちゅうかん|true
うちゅうくうかん|うちゅうくうかん|true
うちゅうひこうし|うちゅうひこうし|true
うちょうてん|うちょうてん|true
うちわ|うちわ|true
うちわけ|うちわけ|true
うち合わせ|うちあわせ|false
うち込む|うちこむ|false
うっかり|うっかり|true
うったえ|うったえ|true
うったえる|うったえる|true
うっとうしい|うっとうしい|true
うっとおしい|うっとうしい|false
うつ|うつ|true
うつくしい|うつくしい|true
うつし|うつし|true
うつしだす|うつしだす|true
うつし出す|うつしだす|false
うつす|うつす|true
うつびょう|うつびょう|true
うつむく|うつむく|true
うつりかわり|うつりかわり|true
うつる|うつる|true
うつわ|うつわ|true
うつわもの|きぶつ|false
うつ向く|うつむく|false
うつ病|うつびょう|true
うづもれる|うもれる|false
うてん|うてん|true
うで|うで|true
うでぢから|わんりょく|false
うでどけい|うでどけい|true
うでまえ|うでまえ|true
うでる|ゆでる|false
うで時計|うでどけい|false
うとうと|うとうと|true
うとっと|うとうと|false
うどん|うどん|true
うながす|うながす|true
うなぎ|うなぎ|true
うなじ|かいろ|false
うなずく|うなずく|true
うなぞこ|かいてい|false
うなづく|うなずく|false
うなる|うなる|true
うぬぼれ|うぬぼれ|true
うぬぼれる|うぬぼれる|true
うね|うね|true
うねり|うねり|true
うねる|うねる|true
うは|うは|true
うば|そぼ|false
うばう|うばう|true
うぶだし|しょしゅつ|false
うほう|うほう|true
うま|うま|true
うまい|うまい|true
うまくいく|うまくいく|true
うまく行く|うまくいく|false
うまぐるま|ばしゃ|false
うまぬし|うまぬし|true
うまる|うまる|true
うまれ|うまれ|true
うまれそだつ|うまれそだつ|true
うまれつき|うまれつき|true
うまれる|うまれる|true
うみ|うみ|true
うみじ|かいろ|false
うみだす|うみだす|true
うみのおや|うみのおや|true
うみべ|うみべ|true
うみ出す|うみだす|false
うむ|うむ|true
うむ|うん|false
うめ|うめ|true
うめしゅ|うめしゅ|true
うめたて|うめたて|true
うめたてち|うめたてち|true
うめぼし|うめぼし|true
うめる|うめる|true
うもう|うもう|true
うもれる|うもれる|true
うやまう|うやまう|true
うやむや|うやむや|true
うよく|うよく|true
うら|うら|true
うらおもて|うらおもて|true
うらかた|うらかた|true
うらがえし|うらがえし|true
うらがえす|うらがえす|true
うらがね|うらがね|true
うらがわ|うらがわ|true
うらぎり|うらぎり|true
うらぎりもの|うらぎりもの|true
うらぎる|うらぎる|true
うらぐち|うらぐち|true
うらづけ|うらづけ|true
うらづける|うらづける|true
うらとおり|うらどおり|false
うらどおり|うらどおり|true
うらない|うらない|true
うらないし|うらないし|true
うらなう|うらなう|true
うらはら|うらはら|true
うらみ|うらみ|true
うらみち|うらみち|true
うらむ|うらむ|true
うらめ|うらめ|true
うらめん|うらめん|true
うらもん|うらもん|true
うらやましい|うらやましい|true
うら側|うらがわ|false
うり|うり|true
うりあげ|うりあげ|true
うりあげきん|うりあげきん|true
うりあげだか|うりあげだか|true
うりきれ|うりきれ|true
うりきれる|うりきれる|true
うりこみ|うりこみ|true
うりこむ|うりこむ|true
うりだし|うりだし|true
うりだす|うりだす|true
うりて|うりて|true
うりば|うりば|true
