0;ja;fr;sounds;notes;JLPT;tags
5057;あなたです。;It is you.;[sound:01-あなたです.ogg]<br>[sound:220828_2317.ogg]<br>[sound:あなたです。.ogg]<br>[sound:bunpro_あなたです。.ogg];;N5;bunpro JLPT5 validated
5150;あなたの名前は？;Your name is?;[sound:01-あなたの名前は.ogg]<br>[sound:220828_2329_01.ogg]<br>[sound:あなたの名前は？.ogg]<br>[sound:bunpro_あなたの名前は？.ogg];;N5;bunpro JLPT5 validated
5268;あなたはジムです。;You (as the topic of this sentence) are Jim.;[sound:01-あなたはジムです.ogg]<br>[sound:220828_2319_01.ogg]<br>[sound:あなたはジムです。.ogg]<br>[sound:bunpro_あなたはジムです。.ogg];;N5;bunpro JLPT5 validated
5557;あなたもトムです。;You are also Tom.;[sound:01-あなたもトムです.ogg]<br>[sound:220828_2320_06.ogg]<br>[sound:あなたもトムです。.ogg]<br>[sound:bunpro_あなたもトムです。.ogg];;N5;bunpro JLPT5 validated
5611;あのカフェに猫や犬がいる。;There are <strong>things like</strong> cats <strong>and</strong> dogs in that Cafe over there.<br>There are cats and dogs in that Cafe over there. [and other animals];[sound:01-あのカフェに犬や猫がいる.ogg]<br>[sound:220831_1224_05.ogg]<br>[sound:あのカフェに猫や犬がいる。.ogg]<br>[sound:bunpro_あのカフェに猫や犬がいる。.ogg];;N5;bunpro JLPT5 validated
5625;あのスポーツが好き。;I like that sport over there.;[sound:02-あのスポーツが好き.ogg]<br>[sound:220829_1319.ogg]<br>[sound:あのスポーツが好き。.ogg]<br>[sound:bunpro_あのスポーツが好き。.ogg];;N5;bunpro JLPT5 validated
5657;あのラーメン屋は美味しいです。;<strong>That</strong> ramen shop <strong>over there</strong> is good.<br>That ramen shop over there is delicious.;[sound:03-あのラーメン屋は美味しいです.ogg]<br>[sound:220829_1318_01.ogg]<br>[sound:あのラーメン屋は美味しいです。.ogg]<br>[sound:bunpro_あのラーメン屋は美味しいです。.ogg];;N5;bunpro JLPT5 validated
5706;あの人はいい人です。;He/she is a good person.;[sound:jlpt-tango_n5_tango_n5_0589-2.ogg];;N5;jlpt-tango/n5
5725;あの人はトムです。;That person over there is Tom.;[sound:04-あの人はトムです.ogg]<br>[sound:220829_1317_07.ogg]<br>[sound:あの人はトムです。.ogg]<br>[sound:bunpro_あの人はトムです。.ogg];;N5;bunpro JLPT5 validated
5741;あの人は悪い人です。;He/she is a bad person.;[sound:jlpt-tango_n5_tango_n5_0590-2.ogg];;N5;jlpt-tango/n5
5915;あの店でもいい。;<strong>That</strong> store <strong>over there</strong> is also okay.<br>That store over there is okay.;[sound:06-あの店でもいい.ogg]<br>[sound:220829_1318_03.ogg]<br>[sound:あの店でもいい。.ogg]<br>[sound:bunpro_あの店でもいい。.ogg];;N5;bunpro JLPT5 validated
5931;あの店は、静かではない．;That store is not quiet.;[sound:01-あの店は静かではない.ogg]<br>[sound:220829_1623_05.ogg]<br>[sound:あの店は、静かではない．.ogg]<br>[sound:bunpro_あの店は、静かではない．.ogg];;N5;bunpro JLPT5 validated
5946;「あの方はどなたですか。」;Who is that person?;[sound:jlpt-tango_n5_tango_n5_0722.ogg];;N5;jlpt-tango/n5
5947;「あの方は大学のスミス先生です。」;That's Professor Smith from the university.;[sound:jlpt-tango_n5_tango_n5_0723.ogg];;N5;jlpt-tango/n5
5977;あの本ですか。;That book over there?;[sound:jlpt-tango_n5_tango_n5_0241.ogg];;N5;jlpt-tango/n5
5979;あの本をまだ借りています。;I am <strong>still</strong> borrowing that book.<br>To still be borrowing that book.;[sound:01-あの本をまだ借りています.ogg]<br>[sound:220830_1226_07.ogg]<br>[sound:あの本をまだ借りています。.ogg]<br>[sound:bunpro_あの本をまだ借りています。.ogg];;N5;bunpro JLPT5 validated
5999;あの犬は、あの人のです。;That dog over there belongs to that person over there.;[sound:08-あの犬はあの人のです.ogg]<br>[sound:220829_1318_08.ogg]<br>[sound:あの犬は、あの人のです。.ogg]<br>[sound:bunpro_あの犬は、あの人のです。.ogg];;N5;bunpro JLPT5 validated
6031;あの綺麗な人は、田中さん。;That beautiful person over there is Tanaka-san.;[sound:01-あのきれいな人は田中さん.ogg]<br>[sound:220829_1318_02.ogg]<br>[sound:あの綺麗な人は、田中さん。.ogg]<br>[sound:bunpro_あの綺麗な人は、田中さん。.ogg];;N5;bunpro JLPT5 validated
6038;あの薬を飲む。;I will take <strong>that</strong> medicine. (The medicine that you and I both know about)<br>To drink that medicine [over there].;[sound:11-あの薬を飲む.ogg]<br>[sound:220829_1318_05.ogg]<br>[sound:あの薬を飲む。.ogg]<br>[sound:bunpro_あの薬を飲む。.ogg];;N5;bunpro JLPT5 validated
6079;アパートの２階に住んでいます。;I live on the second floor of the apartment building.;[sound:jlpt-tango_n5_tango_n5_0864.ogg];;N5;jlpt-tango/n5
6140;アメリカから来ました。;I came <strong>from</strong> America.<br>I'm from America.;[sound:03-アメリカから来ました.ogg]<br>[sound:220829_1551_02.ogg]<br>[sound:アメリカから来ました。.ogg]<br>[sound:tatoeba_mizu_2231208.ogg];;N5;bunpro JLPT5 tatoeba validated
6153;アメリカでホームステイしました。;I did a home stay in America.;[sound:jlpt-tango_n5_tango_n5_0365.ogg];;N5;jlpt-tango/n5
6193;アメリカの高校で勉強します。;I study at an American high school.;[sound:jlpt-tango_n5_tango_n5_0111.ogg];;N5;jlpt-tango/n5
6199;アメリカへ二週間行きました。;I went to America for two weeks.;[sound:jlpt-tango_n5_tango_n5_0146.ogg];;N5;jlpt-tango/n5
6201;アメリカへ留学します。;I will study in the United States.;[sound:jlpt-tango_n5_tango_n5_1004.ogg];;N5;jlpt-tango/n5
6266;アリさんは小学校の先生です。;Ali-san is an elementary school teacher.;[sound:jlpt-tango_n5_tango_n5_0109.ogg];;N5;jlpt-tango/n5
6351;あれはパソコンです。;That is a personal computer;[sound:jlpt-tango_n5_tango_n5_0237.ogg];;N5;jlpt-tango/n5
6361;あれは、手紙。;That over there is a letter.;[sound:05-あれは手紙.ogg]<br>[sound:220828_2327_05.ogg]<br>[sound:あれは、手紙。.ogg]<br>[sound:bunpro_あれは、手紙。.ogg];;N5;bunpro JLPT5 validated
6363;あれは、新しい。;That over there is new.;[sound:06-あれは新しい.ogg]<br>[sound:220828_2327_09.ogg]<br>[sound:あれは、新しい。.ogg]<br>[sound:bunpro_あれは、新しい。.ogg];;N5;bunpro JLPT5 validated
6367;あれは、朝ごはん。;That over there is breakfast.;[sound:07-あれは朝ごはん.ogg]<br>[sound:220828_2327_07.ogg]<br>[sound:あれは、朝ごはん。.ogg]<br>[sound:bunpro_あれは、朝ごはん。.ogg];;N5;bunpro JLPT5 validated
6372;あれは椅子です。;<strong>That over there</strong> is a chair.<br>That one over there is a chair.;[sound:09-あれは椅子です.ogg]<br>[sound:220828_2328.ogg]<br>[sound:あれは、椅子です。.ogg]<br>[sound:lingodeer_jp-s-3078.ogg];;N5;bunpro JLPT5 lingodeer validated
6386;あれは、電車です。;That over there is a train.;[sound:11-あれは電車です.ogg]<br>[sound:220828_2327_02.ogg]<br>[sound:あれは、電車です。.ogg]<br>[sound:bunpro_あれは、電車です。.ogg];;N5;bunpro JLPT5 validated
6442;いい？;(Is it) <strong>good</strong>?<br>(Is it) good?<br>I’m good. (No, thanks.);[sound:02-いい？.ogg]<br>[sound:220828_2332.ogg]<br>[sound:いい？.ogg]<br>[sound:bunpro_いい？.ogg]<br>[sound:humanjapanese_comparisons-ii.ogg];;N5;bunpro humanJapanese JLPT5 validated
6454;いいえ、けっこうです。;No thank you.;[sound:01-いいえ結構です.ogg]<br>[sound:220830_2045.ogg]<br>[sound:いいえ、けっこうです。.ogg]<br>[sound:bunpro_いいえ、結構です。.ogg];;N5;bunpro JLPT5 validated
6484;「いいえ、まだです。」;No, not yet.;[sound:jlpt-tango_n5_tango_n5_1016.ogg];;N5;jlpt-tango/n5
6524;「いいえ、知りません。」;No, I do not know.;[sound:jlpt-tango_n5_tango_n5_0216.ogg];;N5;jlpt-tango/n5
6529;「いいえ、結構です。」;No, thank you.;[sound:jlpt-tango_n5_tango_n5_0515.ogg];;N5;jlpt-tango/n5
6551;いいでしょう。;It is <strong>probably</strong> good. (<strong>right?</strong>)<br>I’m sure it’s fine. // It’ll be fine.<br/>good + でしょう.<br>It's good isn't it?;[sound:02-いいでしょう.ogg]<br>[sound:220829_1308_01.ogg]<br>[sound:いいでしょう。.ogg]<br>[sound:NDL_1198_Male.ogg]<br/>[sound:NDL_1198_Female.ogg]<br>[sound:bunpro_いいでしょう。.ogg];The more I look at this, the more I think it may be the “でしょう of Conjecture” (which we’ll look at in a few lessons), not the “Classic でしょう (of verification).” It probably doesn’t matter either way.;N5;bunpro JLPT5 nihongoshark validated
6553;いいですね。;That's good <strong>right?</strong><br>That’s good right?<br>That sounds nice.;[sound:01-いいですね.ogg]<br>[sound:220828_2346_03.ogg]<br>[sound:いいですね。.ogg]<br>[sound:bunpro_いいですね。.ogg]<br>[sound:humanjapanese_comparisons-ii-desune.ogg];;N5;bunpro humanJapanese JLPT5 validated
6577;いいのですか。;Is it good?;[sound:01-いいのですか.ogg]<br>[sound:220829_1319_04.ogg]<br>[sound:いいのですか。.ogg]<br>[sound:bunpro_いいのですか。.ogg];;N5;bunpro JLPT5 validated
6589;いい人がいます。;<strong>There are</strong> good people. (<strong>exists</strong>)<br>There is a good person.;[sound:02-いい人がいます.ogg]<br>[sound:220829_1313_09.ogg]<br>[sound:いい人がいます。.ogg]<br>[sound:bunpro_いい人がいます。.ogg];;N5;bunpro JLPT5 validated
6622;いい質問がありますか。;Are there any good questions?;[sound:01-いい質問がありますか.ogg]<br>[sound:220829_1312_08.ogg]<br>[sound:いい質問がありますか。.ogg]<br>[sound:bunpro_いい質問がありますか。.ogg];;N5;bunpro JLPT5 validated
6663;イギリスまでエアメールでお願いします。;Please send this to Britain by airmail.;[sound:jlpt-tango_n5_tango_n5_0708.ogg];;N5;jlpt-tango/n5
6743;いつか社長になりたいです。;I want to become a company president someday.;[sound:jlpt-tango_n5_tango_n5_0614-2.ogg];;N5;jlpt-tango/n5
6791;いつもパスポートを持っています。;I always carry my passport.;[sound:jlpt-tango_n5_tango_n5_0986.ogg];;N5;jlpt-tango/n5
6813;いつも飛行機で大阪へ行きます。;I always go to Ōsaka by airplane.;[sound:jlpt-tango_n5_tango_n5_0770.ogg];;N5;jlpt-tango/n5
6844;「いま、レポートを書いています。あとで行きます。」;I'm writing a report now. I will go later.;[sound:jlpt-tango_n5_tango_n5_1023.ogg];;N5;jlpt-tango/n5
6928;インターネットで日本の事を調べました。;I researched about Japan on the internet.;[sound:jlpt-tango_n5_tango_n5_0999.ogg];;N5;jlpt-tango/n5
6932;インターネットで電話番号を調べます。;I will check the phone number on the Internet.;[sound:jlpt-tango_n5_tango_n5_0262.ogg];;N5;jlpt-tango/n5
7051;うちに猫がいます。;I own a cat;[sound:jlpt-tango_n5_tango_n5_0041.ogg];;N5;jlpt-tango/n5
7238;エアコンが故障しました。;The air conditioning is broken.;[sound:jlpt-tango_n5_tango_n5_0938.ogg];;N5;jlpt-tango/n5
7243;エアコンを修理してください。;Please fix the air conditioning.;[sound:jlpt-tango_n5_tango_n5_0939.ogg];;N5;jlpt-tango/n5
7244;エアコンを点けます。;I will turn on the air conditioner.;[sound:jlpt-tango_n5_tango_n5_0926.ogg];;N5;jlpt-tango/n5
7312;エジプトで日本語を勉強しました。;I studied Japanese in Egypt.;[sound:jlpt-tango_n5_tango_n5_0155.ogg];;N5;jlpt-tango/n5
7319;エスカレーターで５階に行きます。;Go to the fifth floor using the escalator.;[sound:jlpt-tango_n5_tango_n5_0868.ogg];;N5;jlpt-tango/n5
7377;エレベーターに乗りましょう。;Let's take the elevator.;[sound:jlpt-tango_n5_tango_n5_0869.ogg];;N5;jlpt-tango/n5
7380;エレベータがあります。;There is an elevator.;[sound:03-エレベーターがあります.ogg]<br>[sound:220829_1312_02.ogg]<br>[sound:エレベータがあります。.ogg]<br>[sound:bunpro_エレベータがあります。.ogg];;N5;bunpro JLPT5 validated
7530;おつりは８５０円です。;The change is 850 yen.;[sound:jlpt-tango_n5_tango_n5_0652.ogg];;N5;jlpt-tango/n5
7691;お元気ですか？;How are you<strong>?</strong><br>How are you?<br>Are you fine? [How are you?]<br>How are you?;[sound:02-おげんきですか.ogg]<br>[sound:220828_2342.ogg]<br>[sound:お元気ですか。.ogg]<br>[sound:530_tofugu_0.ogg]<br>[sound:bunpro_お元気ですか。.ogg]<br>[sound:humanjapanese_quoting-ogenki-desuka.ogg];;N5;bunpro humanJapanese JLPT5 tofugu validated
7702;「お出かけですか。」;Are you going out?;[sound:jlpt-tango_n5_tango_n5_0823.ogg];;N5;jlpt-tango/n5
7856;(お)弁当を全部食べました。;I ate all that was in the box lunch.;[sound:jlpt-tango_n5_tango_n5_0508.ogg];;N5;jlpt-tango/n5
7933;お母さんです。;She is (my/her/his) mom.;[sound:02-お母さんです.ogg]<br>[sound:220828_2318_02.ogg]<br>[sound:お母さんです。.ogg]<br>[sound:bunpro_お母さんです。.ogg];;N5;bunpro JLPT5 validated
7958;お母さんは晩ごはんをもう作りました。;My mother already made dinner.;[sound:01-お母さんはもう晩御飯を作りました.ogg]<br>[sound:220830_1225.ogg]<br>[sound:お母さんは晩ごはんをもう作りました。.ogg]<br>[sound:bunpro_お母さんは晩ごはんもう作りました。.ogg];;N5;bunpro JLPT5 validated
7962;お母さんも元気です。;My mom is <strong>also</strong> well. (Healthy, fine)<br>My mom is also well. [healthy/fine];[sound:02-お母さんも元気です.ogg]<br>[sound:220828_2321_01.ogg]<br>[sound:お母さんも元気です。.ogg]<br>[sound:bunpro_お母さんも元気です。.ogg];;N5;bunpro JLPT5 validated
7973;お気をつけて。;Please take care.;[sound:jlpt-tango_n5_tango_n5_0912.ogg];;N5;jlpt-tango/n5
8009;お父さんに鍵をもらわなくてはならない。;I <strong>have to get</strong> the key from Dad.<br>I have to get the key from dad.;[sound:01-お父さんに鍵.ogg]<br>[sound:220831_1218_02-1.ogg]<br>[sound:お父さんに鍵をもらわなくてはならない。.ogg]<br>[sound:bunpro_お父さんに鍵をもらわなくてはならない。.ogg];;N5;bunpro JLPT5 validated
8041;お砂糖がある。;There is sugar.;[sound:01-お砂糖がある.ogg]<br>[sound:220829_1312_07.ogg]<br>[sound:お砂糖がある。.ogg]<br>[sound:bunpro_お砂糖がある。.ogg];;N5;bunpro JLPT5 validated
8071;お腹がいっぱいです。;I am full.;[sound:jlpt-tango_n5_tango_n5_0512.ogg];;N5;jlpt-tango/n5
8084;お腹が空きましたね。何か食べませんか。;I'm becoming hungry. Shall we eat something?;[sound:jlpt-tango_n5_tango_n5_0510.ogg];;N5;jlpt-tango/n5
8109;「お茶でも飲みませんか。」;How about some tea?;[sound:jlpt-tango_n5_tango_n5_0827.ogg];;N5;jlpt-tango/n5
8127;お菓子だから、甘い。;Because it is candy, it is sweet.;[sound:01-お菓子だから甘い.ogg]<br>[sound:220829_1550_06.ogg]<br>[sound:お菓子だから、甘い。.ogg]<br>[sound:bunpro_お菓子だから、甘い。.ogg];;N5;bunpro JLPT5 validated
8181;お金があるけど、買いません。;I have money, but I won't buy [it].;[sound:01-お金があるけど買いません.ogg]<br>[sound:220829_1553_01.ogg]<br>[sound:お金があるけど、買いません。.ogg]<br>[sound:bunpro_お金があるけど、買いません。.ogg];;N5;bunpro JLPT5 validated
8182;お金がある人。;A person <strong>who has</strong> money.<br>A person that has money.;[sound:01-お金がある人.ogg]<br>[sound:220829_1541_07.ogg]<br>[sound:お金がある人。.ogg]<br>[sound:bunpro_お金がある人。.ogg];;N5;bunpro JLPT5 validated
8186;お金がたりません。;I don't have enough money.;[sound:jlpt-tango_n5_tango_n5_0654.ogg];;N5;jlpt-tango/n5
8214;お金を借りる。;To borrow money. (<strong>object marker</strong>)<br>To borrow money.;[sound:01-お金を借りる.ogg]<br>[sound:220829_1138_04.ogg]<br>[sound:お金を借りる。.ogg]<br>[sound:bunpro_お金を借りる。.ogg];;N5;bunpro JLPT5 validated
8216;お金を払います。;I pay the money.;[sound:jlpt-tango_n5_tango_n5_0651.ogg];;N5;jlpt-tango/n5
8224;お金を貸してください。;Please, lend me some money.;[sound:jlpt-tango_n5_tango_n5_0991.ogg];;N5;jlpt-tango/n5
8248;お風呂に入ってから、寝るつもりだった。;After taking a bath, I intended to sleep.;[sound:01-お風呂に入ってから寝るつもりだった.ogg]<br>[sound:220831_1418_04.ogg]<br>[sound:お風呂に入ってから、寝るつもりだった。.ogg]<br>[sound:bunpro_お風呂入ってから、寝るつもりだった。.ogg];;N5;bunpro JLPT5 validated
8251;お風呂に入ります。;I take a bath.;[sound:jlpt-tango_n5_tango_n5_0414.ogg];;N5;jlpt-tango/n5
8252;お風呂に入るのは７時にする。;To decide on taking a bath at seven o'clock.;[sound:01-お風呂に入るのは7時にする.ogg]<br>[sound:220830_2103_07.ogg]<br>[sound:お風呂に入るのは７時にする。.ogg]<br>[sound:bunpro_お風呂に入るのは７時にする。.ogg];;N5;bunpro JLPT5 validated
8253;お風呂に入るまで、ゆっくりしたい。;<strong>Until</strong> I get in the bath, I want to relax.<br>I want to relax until I take a bath.;[sound:01-お風呂に入るまでゆっくりしたい.ogg]<br>[sound:220830_2100_01.ogg]<br>[sound:お風呂に入るまで、ゆっくりしたい。.ogg]<br>[sound:bunpro_お風呂に入るまで、ゆっくりしたい。.ogg];;N5;bunpro JLPT5 validated
8363;カタカナを覚えるまで、私は寝ない。;<strong>Until</strong> I memorize katakana, I won't sleep.<br>I won't rest until I have memorized katakana.;[sound:04-カタカナを覚えるまで綿は寝ない.ogg]<br>[sound:220830_2059_02.ogg]<br>[sound:カタカナを覚えるまで、私は寝ない。.ogg]<br>[sound:bunpro_カタカナを覚えるまで、私は寝ない。.ogg];;N5;bunpro JLPT5 validated
8367;かっこいいシャツですね。素敵です。;That is a fancy shirt. It looks great.;[sound:jlpt-tango_n5_tango_n5_0308.ogg];;N5;jlpt-tango/n5
8379;カップにお湯を入れます。;I will pour hot water into the cup.;[sound:jlpt-tango_n5_tango_n5_0444.ogg];;N5;jlpt-tango/n5
8437;カバンは汚い。;The bag (as the topic of this sentence) is dirty.;[sound:02-かばんは汚い.ogg]<br>[sound:220828_2320_01.ogg]<br>[sound:カバンは汚い。.ogg]<br>[sound:bunpro_カバンは汚い。.ogg];;N5;bunpro JLPT5 validated
8484;カラオケが好きです。;I like karaoke.;[sound:jlpt-tango_n5_tango_n5_0544.ogg];;N5;jlpt-tango/n5
8534;カレンダーは必要です。;A calendar (as the topic of this sentence) is necessary.;[sound:04-カレンダーは必要です.ogg]<br>[sound:220828_2319_03.ogg]<br>[sound:カレンダーは必要です。.ogg]<br>[sound:bunpro_カレンダーは必要です。.ogg];;N5;bunpro JLPT5 validated
8588;きっと雪が降るでしょう。;It will probably snow.;[sound:jlpt-tango_n5_tango_n5_0603.ogg];;N5;jlpt-tango/n5
8707;くうこうは成田にあります。;The airport is in Narita.;[sound:jlpt-tango_n5_tango_n5_0824.ogg];;N5;jlpt-tango/n5
8760;クラスに留学生がいます。;There are foreign students in the class.;[sound:jlpt-tango_n5_tango_n5_0114.ogg];;N5;jlpt-tango/n5
